startId,endId,start_lon,start_lat,end_lon,end_lat,WKT
43,96,139.6992122,35.66228927,139.699157,35.66245898,"LINESTRING(139.6992122 35.66228927,139.699157 35.66245898)"
39,43,139.6993847,35.6619824,139.6992122,35.66228927,"LINESTRING(139.6993847 35.6619824,139.6992122 35.66228927)"
37,39,139.7001369,35.66137097,139.6993847,35.6619824,"LINESTRING(139.7001369 35.66137097,139.6993847 35.6619824)"
39,40,139.6993847,35.6619824,139.6988258,35.66168947,"LINESTRING(139.6993847 35.6619824,139.6988258 35.66168947)"
27,40,139.6986901,35.66085719,139.6988258,35.66168947,"LINESTRING(139.6986901 35.66085719,139.6988258 35.66168947)"
25,27,139.6986486,35.6607828,139.6986901,35.66085719,"LINESTRING(139.6986486 35.6607828,139.6986901 35.66085719)"
25,26,139.6986486,35.6607828,139.698697,35.66075257,"LINESTRING(139.6986486 35.6607828,139.698697 35.66075257)"
26,28,139.698697,35.66075257,139.6987913,35.6607177,"LINESTRING(139.698697 35.66075257,139.6987913 35.6607177)"
27,49,139.6986901,35.66085719,139.6990535,35.66075722,"LINESTRING(139.6986901 35.66085719,139.6990535 35.66075722)"
35,49,139.6995434,35.6607177,139.6990535,35.66075722,"LINESTRING(139.6995434 35.6607177,139.6990535 35.66075722)"
40,41,139.6988258,35.66168947,139.6983726,35.66158253,"LINESTRING(139.6988258 35.66168947,139.6983726 35.66158253)"
23,41,139.6980322,35.66140817,139.6983726,35.66158253,"LINESTRING(139.6980322 35.66140817,139.6983726 35.66158253)"
23,24,139.6980322,35.66140817,139.6981196,35.66128263,"LINESTRING(139.6980322 35.66140817,139.6981196 35.66128263)"
20,24,139.6980552,35.66124776,139.6981196,35.66128263,"LINESTRING(139.6980552 35.66124776,139.6981196 35.66128263)"
20,21,139.6980552,35.66124776,139.6977033,35.66171272,"LINESTRING(139.6980552 35.66124776,139.6977033 35.66171272)"
21,22,139.6977033,35.66171272,139.6977838,35.66174527,"LINESTRING(139.6977033 35.66171272,139.6977838 35.66174527)"
22,23,139.6977838,35.66174527,139.6980322,35.66140817,"LINESTRING(139.6977838 35.66174527,139.6980322 35.66140817)"
24,27,139.6981196,35.66128263,139.6986901,35.66085719,"LINESTRING(139.6981196 35.66128263,139.6986901 35.66085719)"
19,25,139.6982944,35.66095716,139.6986486,35.6607828,"LINESTRING(139.6982944 35.66095716,139.6986486 35.6607828)"
8,19,139.6982093,35.66057589,139.6982944,35.66095716,"LINESTRING(139.6982093 35.66057589,139.6982944 35.66095716)"
8,9,139.6982093,35.66057589,139.6977723,35.66075722,"LINESTRING(139.6982093 35.66057589,139.6977723 35.66075722)"
9,18,139.6977723,35.66075722,139.6979586,35.6610362,"LINESTRING(139.6977723 35.66075722,139.6979586 35.6610362)"
18,19,139.6979586,35.6610362,139.6982944,35.66095716,"LINESTRING(139.6979586 35.6610362,139.6982944 35.66095716)"
19,20,139.6982944,35.66095716,139.6980552,35.66124776,"LINESTRING(139.6982944 35.66095716,139.6980552 35.66124776)"
7,8,139.6985635,35.66042245,139.6982093,35.66057589,"LINESTRING(139.6985635 35.66042245,139.6982093 35.66057589)"
7,26,139.6985635,35.66042245,139.698697,35.66075257,"LINESTRING(139.6985635 35.66042245,139.698697 35.66075257)"
6,7,139.6987936,35.66031783,139.6985635,35.66042245,"LINESTRING(139.6987936 35.66031783,139.6985635 35.66042245)"
5,6,139.6990397,35.66024112,139.6987936,35.66031783,"LINESTRING(139.6990397 35.66024112,139.6987936 35.66031783)"
4,5,139.6992122,35.66019694,139.6990397,35.66024112,"LINESTRING(139.6992122 35.66019694,139.6990397 35.66024112)"
4,29,139.6992122,35.66019694,139.6993962,35.66062936,"LINESTRING(139.6992122 35.66019694,139.6993962 35.66062936)"
3,4,139.6992789,35.66015742,139.6992122,35.66019694,"LINESTRING(139.6992789 35.66015742,139.6992122 35.66019694)"
2,3,139.699755,35.66007605,139.6992789,35.66015742,"LINESTRING(139.699755 35.66007605,139.6992789 35.66015742)"
2,30,139.699755,35.66007605,139.6999804,35.66052939,"LINESTRING(139.699755 35.66007605,139.6999804 35.66052939)"
1,2,139.700337,35.65965526,139.699755,35.66007605,"LINESTRING(139.700337 35.65965526,139.699755 35.66007605)"
1,11,139.700337,35.65965526,139.6996998,35.65966224,"LINESTRING(139.700337 35.65965526,139.6996998 35.65966224)"
2,11,139.699755,35.66007605,139.6996998,35.65966224,"LINESTRING(139.699755 35.66007605,139.6996998 35.65966224)"
1,175,139.700337,35.65965526,139.7007717,35.65964829,"LINESTRING(139.700337 35.65965526,139.7007717 35.65964829)"
171,175,139.7008867,35.66032946,139.7007717,35.65964829,"LINESTRING(139.7008867 35.66032946,139.7007717 35.65964829)"
1,31,139.700337,35.65965526,139.7006521,35.66037363,"LINESTRING(139.700337 35.65965526,139.7006521 35.66037363)"
171,172,139.7008867,35.66032946,139.7010983,35.66040385,"LINESTRING(139.7008867 35.66032946,139.7010983 35.66040385)"
172,173,139.7010983,35.66040385,139.7010385,35.65943208,"LINESTRING(139.7010983 35.66040385,139.7010385 35.65943208)"
174,175,139.700682,35.65933909,139.7007717,35.65964829,"LINESTRING(139.700682 35.65933909,139.7007717 35.65964829)"
173,175,139.7010385,35.65943208,139.7007717,35.65964829,"LINESTRING(139.7010385 35.65943208,139.7007717 35.65964829)"
174,188,139.700682,35.65933909,139.7006866,35.65905081,"LINESTRING(139.700682 35.65933909,139.7006866 35.65905081)"
188,203,139.7006866,35.65905081,139.7004313,35.65888808,"LINESTRING(139.7006866 35.65905081,139.7004313 35.65888808)"
174,176,139.700682,35.65933909,139.7001254,35.65936466,"LINESTRING(139.700682 35.65933909,139.7001254 35.65936466)"
1,174,139.700337,35.65965526,139.700682,35.65933909,"LINESTRING(139.700337 35.65965526,139.700682 35.65933909)"
175,176,139.7007717,35.65964829,139.7001254,35.65936466,"LINESTRING(139.7007717 35.65964829,139.7001254 35.65936466)"
1,176,139.700337,35.65965526,139.7001254,35.65936466,"LINESTRING(139.700337 35.65965526,139.7001254 35.65936466)"
176,186,139.7001254,35.65936466,139.6997849,35.65950648,"LINESTRING(139.7001254 35.65936466,139.6997849 35.65950648)"
185,186,139.699709,35.6591717,139.6997849,35.65950648,"LINESTRING(139.699709 35.6591717,139.6997849 35.65950648)"
184,187,139.6998815,35.65895782,139.7001645,35.65901129,"LINESTRING(139.6998815 35.65895782,139.7001645 35.65901129)"
184,185,139.6998815,35.65895782,139.699709,35.6591717,"LINESTRING(139.6998815 35.65895782,139.699709 35.6591717)"
182,185,139.6993548,35.65902292,139.699709,35.6591717,"LINESTRING(139.6993548 35.65902292,139.699709 35.6591717)"
182,183,139.6993548,35.65902292,139.699479,35.65887645,"LINESTRING(139.6993548 35.65902292,139.699479 35.65887645)"
183,184,139.699479,35.65887645,139.6998815,35.65895782,"LINESTRING(139.699479 35.65887645,139.6998815 35.65895782)"
187,207,139.7001645,35.65901129,139.7001093,35.65872069,"LINESTRING(139.7001645 35.65901129,139.7001093 35.65872069)"
206,207,139.7002818,35.65874394,139.7001093,35.65872069,"LINESTRING(139.7002818 35.65874394,139.7001093 35.65872069)"
203,206,139.7004313,35.65888808,139.7002818,35.65874394,"LINESTRING(139.7004313 35.65888808,139.7002818 35.65874394)"
189,205,139.7000794,35.65853471,139.7003025,35.65857655,"LINESTRING(139.7000794 35.65853471,139.7003025 35.65857655)"
204,205,139.7005233,35.65862305,139.7003025,35.65857655,"LINESTRING(139.7005233 35.65862305,139.7003025 35.65857655)"
203,204,139.7004313,35.65888808,139.7005233,35.65862305,"LINESTRING(139.7004313 35.65888808,139.7005233 35.65862305)"
205,206,139.7003025,35.65857655,139.7002818,35.65874394,"LINESTRING(139.7003025 35.65857655,139.7002818 35.65874394)"
189,207,139.7000794,35.65853471,139.7001093,35.65872069,"LINESTRING(139.7000794 35.65853471,139.7001093 35.65872069)"
189,190,139.7000794,35.65853471,139.6995066,35.65831152,"LINESTRING(139.7000794 35.65853471,139.6995066 35.65831152)"
190,191,139.6995066,35.65831152,139.6989592,35.65811159,"LINESTRING(139.6995066 35.65831152,139.6989592 35.65811159)"
191,192,139.6989592,35.65811159,139.6987016,35.65827665,"LINESTRING(139.6989592 35.65811159,139.6987016 35.65827665)"
192,193,139.6987016,35.65827665,139.6987982,35.65806742,"LINESTRING(139.6987016 35.65827665,139.6987982 35.65806742)"
191,193,139.6989592,35.65811159,139.6987982,35.65806742,"LINESTRING(139.6989592 35.65811159,139.6987982 35.65806742)"
192,194,139.6987016,35.65827665,139.698621,35.65849751,"LINESTRING(139.6987016 35.65827665,139.698621 35.65849751)"
194,202,139.698621,35.65849751,139.6989339,35.65863467,"LINESTRING(139.698621 35.65849751,139.6989339 35.65863467)"
201,202,139.6988396,35.65878579,139.6989339,35.65863467,"LINESTRING(139.6988396 35.65878579,139.6989339 35.65863467)"
195,201,139.6984853,35.65868814,139.6988396,35.65878579,"LINESTRING(139.6984853 35.65868814,139.6988396 35.65878579)"
194,195,139.698621,35.65849751,139.6984853,35.65868814,"LINESTRING(139.698621 35.65849751,139.6984853 35.65868814)"
183,202,139.699479,35.65887645,139.6989339,35.65863467,"LINESTRING(139.699479 35.65887645,139.6989339 35.65863467)"
181,182,139.6991225,35.65931584,139.6993548,35.65902292,"LINESTRING(139.6991225 35.65931584,139.6993548 35.65902292)"
178,181,139.6992398,35.65935071,139.6991225,35.65931584,"LINESTRING(139.6992398 35.65935071,139.6991225 35.65931584)"
195,196,139.6984853,35.65868814,139.6982507,35.65907406,"LINESTRING(139.6984853 35.65868814,139.6982507 35.65907406)"
181,196,139.6991225,35.65931584,139.6982507,35.65907406,"LINESTRING(139.6991225 35.65931584,139.6982507 35.65907406)"
196,197,139.6982507,35.65907406,139.6980782,35.65922982,"LINESTRING(139.6982507 35.65907406,139.6980782 35.65922982)"
197,200,139.6980782,35.65922982,139.6977171,35.65912056,"LINESTRING(139.6980782 35.65922982,139.6977171 35.65912056)"
196,198,139.6982507,35.65907406,139.6977723,35.6589462,"LINESTRING(139.6982507 35.65907406,139.6977723 35.6589462)"
179,197,139.6992237,35.65956692,139.6980782,35.65922982,"LINESTRING(139.6992237 35.65956692,139.6980782 35.65922982)"
178,179,139.6992398,35.65935071,139.6992237,35.65956692,"LINESTRING(139.6992398 35.65935071,139.6992237 35.65956692)"
177,178,139.6995227,35.65940651,139.6992398,35.65935071,"LINESTRING(139.6995227 35.65940651,139.6992398 35.65935071)"
177,180,139.6995227,35.65940651,139.6994468,35.65965061,"LINESTRING(139.6995227 35.65940651,139.6994468 35.65965061)"
179,180,139.6992237,35.65956692,139.6994468,35.65965061,"LINESTRING(139.6992237 35.65956692,139.6994468 35.65965061)"
177,179,139.6995227,35.65940651,139.6992237,35.65956692,"LINESTRING(139.6995227 35.65940651,139.6992237 35.65956692)"
178,180,139.6992398,35.65935071,139.6994468,35.65965061,"LINESTRING(139.6992398 35.65935071,139.6994468 35.65965061)"
11,180,139.6996998,35.65966224,139.6994468,35.65965061,"LINESTRING(139.6996998 35.65966224,139.6994468 35.65965061)"
177,186,139.6995227,35.65940651,139.6997849,35.65950648,"LINESTRING(139.6995227 35.65940651,139.6997849 35.65950648)"
12,180,139.6990903,35.65979243,139.6994468,35.65965061,"LINESTRING(139.6990903 35.65979243,139.6994468 35.65965061)"
12,13,139.6990903,35.65979243,139.6986095,35.65997609,"LINESTRING(139.6990903 35.65979243,139.6986095 35.65997609)"
13,14,139.6986095,35.65997609,139.6983611,35.66007373,"LINESTRING(139.6986095 35.65997609,139.6983611 35.66007373)"
179,199,139.6992237,35.65956692,139.6976573,35.66018532,"LINESTRING(139.6992237 35.65956692,139.6976573 35.66018532)"
6,13,139.6987936,35.66031783,139.6986095,35.65997609,"LINESTRING(139.6987936 35.66031783,139.6986095 35.65997609)"
3,12,139.6992789,35.66015742,139.6990903,35.65979243,"LINESTRING(139.6992789 35.66015742,139.6990903 35.65979243)"
199,211,139.6976573,35.66018532,139.6977217,35.65933909,"LINESTRING(139.6976573 35.66018532,139.6977217 35.65933909)"
211,212,139.6977217,35.65933909,139.6975354,35.65960412,"LINESTRING(139.6977217 35.65933909,139.6975354 35.65960412)"
212,215,139.6975354,35.65960412,139.6971627,35.65925772,"LINESTRING(139.6975354 35.65960412,139.6971627 35.65925772)"
211,215,139.6977217,35.65933909,139.6971627,35.65925772,"LINESTRING(139.6977217 35.65933909,139.6971627 35.65925772)"
200,211,139.6977171,35.65912056,139.6977217,35.65933909,"LINESTRING(139.6977171 35.65912056,139.6977217 35.65933909)"
200,214,139.6977171,35.65912056,139.6972317,35.65880206,"LINESTRING(139.6977171 35.65912056,139.6972317 35.65880206)"
213,214,139.6969902,35.65909034,139.6972317,35.65880206,"LINESTRING(139.6969902 35.65909034,139.6972317 35.65880206)"
213,215,139.6969902,35.65909034,139.6971627,35.65925772,"LINESTRING(139.6969902 35.65909034,139.6971627 35.65925772)"
9,10,139.6977723,35.66075722,139.6968522,35.66117569,"LINESTRING(139.6977723 35.66075722,139.6968522 35.66117569)"
10,17,139.6968522,35.66117569,139.6970799,35.6613361,"LINESTRING(139.6968522 35.66117569,139.6970799 35.6613361)"
17,18,139.6970799,35.6613361,139.6979586,35.6610362,"LINESTRING(139.6970799 35.6613361,139.6979586 35.6610362)"
17,54,139.6970799,35.6613361,139.6973007,35.66149651,"LINESTRING(139.6970799 35.6613361,139.6973007 35.66149651)"
21,54,139.6977033,35.66171272,139.6973007,35.66149651,"LINESTRING(139.6977033 35.66171272,139.6973007 35.66149651)"
53,54,139.6970845,35.6617011,139.6973007,35.66149651,"LINESTRING(139.6970845 35.6617011,139.6973007 35.66149651)"
17,52,139.6970799,35.6613361,139.6966498,35.66149186,"LINESTRING(139.6970799 35.6613361,139.6966498 35.66149186)"
52,53,139.6966498,35.66149186,139.6970845,35.6617011,"LINESTRING(139.6966498 35.66149186,139.6970845 35.6617011)"
85,86,139.6967671,35.66210794,139.696222,35.66178479,"LINESTRING(139.6967671 35.66210794,139.696222 35.66178479)"
84,85,139.6966291,35.6622823,139.6967671,35.66210794,"LINESTRING(139.6966291 35.6622823,139.6967671 35.66210794)"
83,84,139.6968223,35.66241714,139.6966291,35.6622823,"LINESTRING(139.6968223 35.66241714,139.6966291 35.6622823)"
77,79,139.6969787,35.66240551,139.6973237,35.66226137,"LINESTRING(139.6969787 35.66240551,139.6973237 35.66226137)"
79,81,139.6973237,35.66226137,139.6972225,35.66218698,"LINESTRING(139.6973237 35.66226137,139.6972225 35.66218698)"
81,82,139.6972225,35.66218698,139.6973629,35.66211026,"LINESTRING(139.6972225 35.66218698,139.6973629 35.66211026)"
80,82,139.6974411,35.66217536,139.6973629,35.66211026,"LINESTRING(139.6974411 35.66217536,139.6973629 35.66211026)"
79,80,139.6973237,35.66226137,139.6974411,35.66217536,"LINESTRING(139.6973237 35.66226137,139.6974411 35.66217536)"
22,80,139.6977838,35.66174527,139.6974411,35.66217536,"LINESTRING(139.6977838 35.66174527,139.6974411 35.66217536)"
21,82,139.6977033,35.66171272,139.6973629,35.66211026,"LINESTRING(139.6977033 35.66171272,139.6973629 35.66211026)"
42,80,139.6980943,35.66226137,139.6974411,35.66217536,"LINESTRING(139.6980943 35.66226137,139.6974411 35.66217536)"
42,87,139.6980943,35.66226137,139.6984853,35.66228927,"LINESTRING(139.6980943 35.66226137,139.6984853 35.66228927)"
87,88,139.6984853,35.66228927,139.6986026,35.66228927,"LINESTRING(139.6984853 35.66228927,139.6986026 35.66228927)"
88,90,139.6986026,35.66228927,139.6986118,35.66243341,"LINESTRING(139.6986026 35.66228927,139.6986118 35.66243341)"
89,90,139.6984531,35.66242411,139.6986118,35.66243341,"LINESTRING(139.6984531 35.66242411,139.6986118 35.66243341)"
87,89,139.6984853,35.66228927,139.6984531,35.66242411,"LINESTRING(139.6984853 35.66228927,139.6984531 35.66242411)"
43,88,139.6992122,35.66228927,139.6986026,35.66228927,"LINESTRING(139.6992122 35.66228927,139.6986026 35.66228927)"
90,96,139.6986118,35.66243341,139.699157,35.66245898,"LINESTRING(139.6986118 35.66243341,139.699157 35.66245898)"
89,92,139.6984531,35.66242411,139.6983588,35.66319362,"LINESTRING(139.6984531 35.66242411,139.6983588 35.66319362)"
92,95,139.6983588,35.66319362,139.6991432,35.66337263,"LINESTRING(139.6983588 35.66319362,139.6991432 35.66337263)"
94,95,139.6991225,35.66345633,139.6991432,35.66337263,"LINESTRING(139.6991225 35.66345633,139.6991432 35.66337263)"
94,100,139.6991225,35.66345633,139.6992881,35.6635284,"LINESTRING(139.6991225 35.66345633,139.6992881 35.6635284)"
99,100,139.6993111,35.66341448,139.6992881,35.6635284,"LINESTRING(139.6993111 35.66341448,139.6992881 35.6635284)"
95,99,139.6991432,35.66337263,139.6993111,35.66341448,"LINESTRING(139.6991432 35.66337263,139.6993111 35.66341448)"
95,96,139.6991432,35.66337263,139.699157,35.66245898,"LINESTRING(139.6991432 35.66337263,139.699157 35.66245898)"
97,98,139.6993433,35.66246828,139.6993226,35.66296347,"LINESTRING(139.6993433 35.66246828,139.6993226 35.66296347)"
98,99,139.6993226,35.66296347,139.6993111,35.66341448,"LINESTRING(139.6993226 35.66296347,139.6993111 35.66341448)"
99,101,139.6993111,35.66341448,139.6997941,35.66341681,"LINESTRING(139.6993111 35.66341448,139.6997941 35.66341681)"
101,102,139.6997941,35.66341681,139.6997274,35.66292395,"LINESTRING(139.6997941 35.66341681,139.6997274 35.66292395)"
98,102,139.6993226,35.66296347,139.6997274,35.66292395,"LINESTRING(139.6993226 35.66296347,139.6997274 35.66292395)"
102,104,139.6997274,35.66292395,139.6997274,35.66263102,"LINESTRING(139.6997274 35.66292395,139.6997274 35.66263102)"
102,105,139.6997274,35.66292395,139.7001921,35.6629193,"LINESTRING(139.6997274 35.66292395,139.7001921 35.6629193)"
103,105,139.700314,35.66257522,139.7001921,35.6629193,"LINESTRING(139.700314 35.66257522,139.7001921 35.6629193)"
103,104,139.700314,35.66257522,139.6997274,35.66263102,"LINESTRING(139.700314 35.66257522,139.6997274 35.66263102)"
103,113,139.700314,35.66257522,139.7003416,35.66233809,"LINESTRING(139.700314 35.66257522,139.7003416 35.66233809)"
97,113,139.6993433,35.66246828,139.7003416,35.66233809,"LINESTRING(139.6993433 35.66246828,139.7003416 35.66233809)"
101,106,139.6997941,35.66341681,139.7002381,35.66338426,"LINESTRING(139.6997941 35.66341681,139.7002381 35.66338426)"
105,106,139.7001921,35.6629193,139.7002381,35.66338426,"LINESTRING(139.7001921 35.6629193,139.7002381 35.66338426)"
107,169,139.6998401,35.66392594,139.7002956,35.66388177,"LINESTRING(139.6998401 35.66392594,139.7002956 35.66388177)"
106,169,139.7002381,35.66338426,139.7002956,35.66388177,"LINESTRING(139.7002381 35.66338426,139.7002956 35.66388177)"
101,107,139.6997941,35.66341681,139.6998401,35.66392594,"LINESTRING(139.6997941 35.66341681,139.6998401 35.66392594)"
107,108,139.6998401,35.66392594,139.6998562,35.66415609,"LINESTRING(139.6998401 35.66392594,139.6998562 35.66415609)"
108,109,139.6998562,35.66415609,139.7012156,35.66411425,"LINESTRING(139.6998562 35.66415609,139.7012156 35.66411425)"
109,110,139.7012156,35.66411425,139.7011581,35.66354002,"LINESTRING(139.7012156 35.66411425,139.7011581 35.66354002)"
110,111,139.7011581,35.66354002,139.701027,35.66332149,"LINESTRING(139.7011581 35.66354002,139.701027 35.66332149)"
111,114,139.701027,35.66332149,139.7011788,35.66319827,"LINESTRING(139.701027 35.66332149,139.7011788 35.66319827)"
114,115,139.7011788,35.66319827,139.7009028,35.66230787,"LINESTRING(139.7011788 35.66319827,139.7009028 35.66230787)"
111,112,139.701027,35.66332149,139.7006751,35.66236134,"LINESTRING(139.701027 35.66332149,139.7006751 35.66236134)"
109,117,139.7012156,35.66411425,139.7012616,35.66450714,"LINESTRING(139.7012156 35.66411425,139.7012616 35.66450714)"
117,168,139.7012616,35.66450714,139.7012823,35.66464663,"LINESTRING(139.7012616 35.66450714,139.7012823 35.66464663)"
167,168,139.7008269,35.66469313,139.7012823,35.66464663,"LINESTRING(139.7008269 35.66469313,139.7012823 35.66464663)"
117,118,139.7012616,35.66450714,139.6999482,35.66462338,"LINESTRING(139.7012616 35.66450714,139.6999482 35.66462338)"
108,118,139.6998562,35.66415609,139.6999482,35.66462338,"LINESTRING(139.6998562 35.66415609,139.6999482 35.66462338)"
119,120,139.6989753,35.66455596,139.6988948,35.6646722,"LINESTRING(139.6989753 35.66455596,139.6988948 35.6646722)"
120,121,139.6988948,35.6646722,139.6987223,35.66461176,"LINESTRING(139.6988948 35.6646722,139.6987223 35.66461176)"
121,122,139.6987223,35.66461176,139.6984807,35.66478147,"LINESTRING(139.6987223 35.66461176,139.6984807 35.66478147)"
122,123,139.6984807,35.66478147,139.6988051,35.66487679,"LINESTRING(139.6984807 35.66478147,139.6988051 35.66487679)"
120,123,139.6988948,35.6646722,139.6988051,35.66487679,"LINESTRING(139.6988948 35.6646722,139.6988051 35.66487679)"
122,127,139.6984807,35.66478147,139.6968936,35.66453039,"LINESTRING(139.6984807 35.66478147,139.6968936 35.66453039)"
124,127,139.6969488,35.66434208,139.6968936,35.66453039,"LINESTRING(139.6969488 35.66434208,139.6968936 35.66453039)"
124,125,139.6969488,35.66434208,139.6968154,35.66429791,"LINESTRING(139.6969488 35.66434208,139.6968154 35.66429791)"
125,126,139.6968154,35.66429791,139.6967096,35.66447924,"LINESTRING(139.6968154 35.66429791,139.6967096 35.66447924)"
126,127,139.6967096,35.66447924,139.6968936,35.66453039,"LINESTRING(139.6967096 35.66447924,139.6968936 35.66453039)"
121,124,139.6987223,35.66461176,139.6969488,35.66434208,"LINESTRING(139.6987223 35.66461176,139.6969488 35.66434208)"
93,121,139.6989684,35.6640352,139.6987223,35.66461176,"LINESTRING(139.6989684 35.6640352,139.6987223 35.66461176)"
93,94,139.6989684,35.6640352,139.6991225,35.66345633,"LINESTRING(139.6989684 35.6640352,139.6991225 35.66345633)"
91,92,139.6981932,35.66378645,139.6983588,35.66319362,"LINESTRING(139.6981932 35.66378645,139.6983588 35.66319362)"
91,93,139.6981932,35.66378645,139.6989684,35.6640352,"LINESTRING(139.6981932 35.66378645,139.6989684 35.6640352)"
128,129,139.6973997,35.66270541,139.6972915,35.66276353,"LINESTRING(139.6973997 35.66270541,139.6972915 35.66276353)"
76,78,139.696843,35.66252175,139.6970569,35.66271936,"LINESTRING(139.696843 35.66252175,139.6970569 35.66271936)"
77,129,139.6969787,35.66240551,139.6972915,35.66276353,"LINESTRING(139.6969787 35.66240551,139.6972915 35.66276353)"
129,130,139.6972915,35.66276353,139.6971259,35.66339821,"LINESTRING(139.6972915 35.66276353,139.6971259 35.66339821)"
130,131,139.6971259,35.66339821,139.6968775,35.66338193,"LINESTRING(139.6971259 35.66339821,139.6968775 35.66338193)"
124,128,139.6969488,35.66434208,139.6973997,35.66270541,"LINESTRING(139.6969488 35.66434208,139.6973997 35.66270541)"
72,76,139.6960035,35.6632192,139.696843,35.66252175,"LINESTRING(139.6960035 35.6632192,139.696843 35.66252175)"
72,73,139.6960035,35.6632192,139.6962611,35.66338426,"LINESTRING(139.6960035 35.6632192,139.6962611 35.66338426)"
